date	impfungen	impfungen_kumulativ	impfungen_biontech	impfungen_biontech_kumulativ	impfungen_biontech_min1	impfungen_biontech_min1_kumulativ	impfungen_biontech_gi	impfungen_biontech_gi_kumulativ	impfungen_biontech_boost1	impfungen_biontech_boost1_kumulativ	impfungen_biontech_boost2	impfungen_biontech_boost2_kumulativ	impfungen_moderna	impfungen_moderna_kumulativ	impfungen_moderna_min1	impfungen_moderna_min1_kumulativ	impfungen_moderna_gi	impfungen_moderna_gi_kumulativ	impfungen_moderna_boost1	impfungen_moderna_boost1_kumulativ	impfungen_moderna_boost2	impfungen_moderna_boost2_kumulativ	impfungen_astra	impfungen_astra_kumulativ	impfungen_astra_min1	impfungen_astra_min1_kumulativ	impfungen_astra_gi	impfungen_astra_gi_kumulativ	impfungen_astra_boost1	impfungen_astra_boost1_kumulativ	impfungen_astra_boost2	impfungen_astra_boost2_kumulativ	impfungen_johnson	impfungen_johnson_kumulativ	impfungen_johnson_min1	impfungen_johnson_min1_kumulativ	impfungen_johnson_gi	impfungen_johnson_gi_kumulativ	impfungen_johnson_boost1	impfungen_johnson_boost1_kumulativ	impfungen_johnson_boost2	impfungen_johnson_boost2_kumulativ	impfungen_novavax	impfungen_novavax_kumulativ	impfungen_novavax_min1	impfungen_novavax_min1_kumulativ	impfungen_novavax_gi	impfungen_novavax_gi_kumulativ	impfungen_novavax_boost1	impfungen_novavax_boost1_kumulativ	impfungen_novavax_boost2	impfungen_novavax_boost2_kumulativ	personen_min1	personen_min1_kumulativ	impfungen_min1	impfungen_min1_kumulativ	impfquote_min1	personen_gi	personen_gi_kumulativ	impfungen_gi	impfungen_gi_kumulativ	impfquote_gi	personen_boost1	personen_boost1_kumulativ	impfungen_boost1	impfungen_boost1_kumulativ	impfquote_boost1	personen_boost2	personen_boost2_kumulativ	impfungen_boost2	impfungen_boost2_kumulativ	impfquote_boost2
2022-04-10	11203	179131333	9083	131762836	415	46425225	995	50929788	3057	31908765	4616	2499058	1830	30735944	63	5133301	72	6351118	404	18549566	1291	701959	0	12792096	0	9270845	0	3512766	0	7941	0	544	22	3743382	3	3709569	19	10366	0	19631	0	3816	268	97075	67	55241	150	39134	38	1918	13	782	548	64594181	548	64594181	0.77679	1236	63137281	1236	60843172	0.75927	3499	50487821	3499	50487821	0.60715	5920	3206159	5920	3206159	0.03856
2022-04-11	63881	179195214	52250	131815086	1537	46426762	3441	50933229	13602	31922367	33670	2532728	10639	30746583	123	5133424	268	6351386	2317	18551883	7931	709890	47	12792143	0	9270845	1	3512767	1	7942	45	589	66	3743448	15	3709584	13	10379	13	19644	25	3841	879	97954	255	55496	558	39692	44	1962	22	804	1930	64596111	1930	64596111	0.77682	4281	63141562	4281	60847453	0.75932	15977	50503798	15977	50503798	0.60735	41693	3247852	41693	3247852	0.03906
2022-04-12	119318	179314532	100815	131915901	2135	46428897	4719	50937948	21828	31944195	72133	2604861	17396	30763979	119	5133543	283	6351669	3127	18555010	13867	723757	33	12792176	1	9270846	2	3512769	7	7949	23	612	123	3743571	13	3709597	25	10404	19	19663	66	3907	951	98905	274	55770	608	40300	43	2005	26	830	2542	64598653	2542	64598653	0.77685	5637	63147199	5637	60853090	0.75939	25024	50528822	25024	50528822	0.60765	86115	3333967	86115	3333967	0.04009
2022-04-13	126551	179441083	106588	132022489	3896	46432793	4511	50942459	20623	31964818	77558	2682419	18665	30782644	149	5133692	337	6352006	3086	18558096	15093	738850	20	12792196	1	9270847	1	3512770	7	7956	11	623	187	3743758	9	3709606	8	10412	28	19691	142	4049	1091	99996	303	56073	722	41022	36	2041	30	860	4358	64603011	4358	64603011	0.7769	5579	63152778	5579	60858669	0.75946	23780	50552602	23780	50552602	0.60793	92834	3426801	92834	3426801	0.04121
2022-04-14	105449	179546532	88246	132110735	2268	46435061	4736	50947195	19159	31983977	62083	2744502	15898	30798542	112	5133804	446	6352452	3111	18561207	12229	751079	116	12792312	61	9270908	50	3512820	3	7959	2	625	61	3743819	4	3709610	10	10422	12	19703	35	4084	1128	101124	277	56350	772	41794	48	2089	31	891	2722	64605733	2722	64605733	0.77693	6014	63158792	6014	60864683	0.75953	22333	50574935	22333	50574935	0.6082	74380	3501181	74380	3501181	0.0421
2022-04-15	6337	179552869	4924	132115659	212	46435273	470	50947665	1410	31985387	2832	2747334	1261	30799803	35	5133839	72	6352524	362	18561569	792	751871	0	12792312	0	9270908	0	3512820	0	7959	0	625	4	3743823	0	3709610	2	10424	1	19704	1	4085	148	101272	64	56414	80	41874	4	2093	0	891	311	64606044	311	64606044	0.77693	624	63159416	624	60865307	0.75954	1777	50576712	1777	50576712	0.60822	3625	3504806	3625	3504806	0.04215
2022-04-16	7139	179560008	5438	132121097	312	46435585	768	50948433	2019	31987406	2339	2749673	1328	30801131	64	5133903	93	6352617	455	18562024	716	752587	0	12792312	0	9270908	0	3512820	0	7959	0	625	24	3743847	6	3709616	5	10429	0	19704	13	4098	349	101621	103	56517	223	42097	20	2113	3	894	485	64606529	485	64606529	0.77694	1089	63160505	1089	60866396	0.75955	2494	50579206	2494	50579206	0.60825	3071	3507877	3071	3507877	0.04218
2022-04-17	1956	179561964	1411	132122508	134	46435719	194	50948627	440	31987846	643	2750316	482	30801613	56	5133959	63	6352680	172	18562196	191	752778	0	12792312	0	9270908	0	3512820	0	7959	0	625	3	3743850	3	3709619	0	10429	0	19704	0	4098	60	101681	30	56547	28	42125	0	2113	2	896	223	64606752	223	64606752	0.77694	285	63160790	285	60866681	0.75955	612	50579818	612	50579818	0.60826	836	3508713	836	3508713	0.04219
2022-04-18	2800	179564764	2035	132124543	104	46435823	282	50948909	675	31988521	974	2751290	671	30802284	19	5133978	44	6352724	205	18562401	403	753181	0	12792312	0	9270908	0	3512820	0	7959	0	625	5	3743855	0	3709619	2	10431	3	19707	0	4098	89	101770	50	56597	33	42158	4	2117	2	898	173	64606925	173	64606925	0.77695	361	63161151	361	60867042	0.75956	887	50580705	887	50580705	0.60827	1379	3510092	1379	3510092	0.04221
2022-04-19	75051	179639815	63085	132187628	4086	46439909	3764	50952673	15356	32003877	39879	2791169	10828	30813112	117	5134095	270	6352994	2494	18564895	7947	761128	10	12792322	0	9270908	1	3512821	2	7961	7	632	51	3743906	14	3709633	14	10445	6	19713	17	4115	1077	102847	286	56883	730	42888	41	2158	20	918	4503	64611428	4503	64611428	0.777	4779	63165930	4779	60871821	0.75962	17899	50598604	17899	50598604	0.60849	47870	3557962	47870	3557962	0.04279
2022-04-20	92235	179732050	77660	132265288	1723	46441632	3906	50956579	16048	32019925	55983	2847152	13452	30826564	101	5134196	330	6353324	2607	18567502	10414	771542	17	12792339	2	9270910	8	3512829	2	7963	5	637	62	3743968	10	3709643	20	10465	15	19728	17	4132	1044	103891	265	57148	676	43564	51	2209	52	970	2101	64613529	2101	64613529	0.77702	4940	63170870	4940	60876761	0.75968	18723	50617327	18723	50617327	0.60871	66471	3624433	66471	3624433	0.04359
2022-04-21	104130	179836180	88205	132353493	1782	46443414	4614	50961193	18670	32038595	63139	2910291	14941	30841505	106	5134302	343	6353667	2761	18570263	11731	783273	2	12792341	0	9270910	0	3512829	2	7965	0	637	54	3744022	4	3709647	3	10468	17	19745	30	4162	928	104819	234	57382	616	44180	46	2255	32	1002	2126	64615655	2126	64615655	0.77705	5576	63176446	5576	60882337	0.75974	21496	50638823	21496	50638823	0.60897	74932	3699365	74932	3699365	0.04449
2022-04-22	85060	179921240	70028	132423521	1979	46445393	5025	50966218	16447	32055042	46577	2956868	13871	30855376	146	5134448	411	6354078	3411	18573674	9903	793176	12	12792353	11	9270921	0	3512829	1	7966	0	637	66	3744088	7	3709654	14	10482	45	19790	0	4162	1083	105902	267	57649	735	44915	61	2316	20	1022	2410	64618065	2410	64618065	0.77708	6185	63182631	6185	60888522	0.75982	19965	50658788	19965	50658788	0.60921	56500	3755865	56500	3755865	0.04517
2022-04-23	20355	179941595	14893	132438414	868	46446261	2158	50968376	4876	32059918	6991	2963859	4680	30860056	73	5134521	179	6354257	1308	18574982	3120	796296	16	12792369	0	9270921	0	3512829	1	7967	15	652	16	3744104	3	3709657	9	10491	3	19793	1	4163	750	106652	214	57863	520	45435	10	2326	6	1028	1158	64619223	1158	64619223	0.77709	2866	63185497	2866	60891388	0.75985	6198	50664986	6198	50664986	0.60928	10133	3765998	10133	3765998	0.04529
2022-04-24	6550	179948145	5051	132443465	253	46446514	593	50968969	1460	32061378	2745	2966604	1289	30861345	43	5134564	78	6354335	353	18575335	815	797111	3	12792372	0	9270921	0	3512829	2	7969	1	653	7	3744111	7	3709664	0	10491	0	19793	0	4163	200	106852	72	57935	124	45559	4	2330	0	1028	375	64619598	375	64619598	0.7771	795	63186292	795	60892183	0.75986	1819	50666805	1819	50666805	0.60931	3561	3769559	3561	3769559	0.04533
2022-04-25	53959	180002104	45707	132489172	1620	46448134	3540	50972509	10699	32072077	29848	2996452	7540	30868885	103	5134667	221	6354556	1659	18576994	5557	802668	4	12792376	3	9270924	1	3512830	0	7969	0	653	69	3744180	11	3709675	17	10508	8	19801	33	4196	639	107491	208	58143	401	45960	15	2345	15	1043	1945	64621543	1945	64621543	0.77712	4180	63190472	4180	60896363	0.75991	12381	50679186	12381	50679186	0.60945	35453	3805012	35453	3805012	0.04576
2022-04-26	116909	180119013	98479	132587651	3627	46451761	7203	50979712	19546	32091623	68103	3064555	16150	30885035	122	5134789	359	6354915	3720	18580714	11949	814617	621	12792997	494	9271418	125	3512955	0	7969	2	655	849	3745029	495	3710170	310	10818	12	19813	32	4228	810	108301	255	58398	445	46405	53	2398	57	1100	4993	64626536	4993	64626536	0.77718	8442	63198914	8442	60904805	0.76001	23331	50702517	23331	50702517	0.60973	80143	3885155	80143	3885155	0.04672
2022-04-27	119722	180238735	102562	132690213	2138	46453899	5143	50984855	19925	32111548	75356	3139911	16173	30901208	150	5134939	335	6355250	2997	18583711	12691	827308	5	12793002	2	9271420	1	3512956	2	7971	0	655	83	3745112	18	3710188	14	10832	25	19838	26	4254	899	109200	248	58646	543	46948	77	2475	31	1131	2556	64629092	2556	64629092	0.77721	6036	63204950	6036	60910841	0.76009	23026	50725543	23026	50725543	0.61001	88104	3973259	88104	3973259	0.04778
2022-04-28	122486	180361221	104743	132794956	2151	46456050	5441	50990296	21271	32132819	75880	3215791	16849	30918057	117	5135056	334	6355584	2856	18586567	13542	840850	2	12793004	0	9271420	1	3512957	0	7971	1	656	97	3745209	12	3710200	7	10839	14	19852	64	4318	795	109995	266	58912	465	47413	34	2509	30	1161	2546	64631638	2546	64631638	0.77724	6248	63211198	6248	60917089	0.76016	24175	50749718	24175	50749718	0.6103	89517	4062776	89517	4062776	0.04886
2022-04-29	103300	180464521	87784	132882740	6019	46462069	9188	50999484	18573	32151392	54004	3269795	13248	30931305	190	5135246	453	6356037	3122	18589689	9483	850333	1246	12794250	1083	9272503	158	3513115	3	7974	2	658	76	3745285	7	3710207	19	10858	11	19863	39	4357	946	110941	261	59173	585	47998	55	2564	45	1206	7560	64639198	7560	64639198	0.77733	10403	63221601	10403	60927492	0.76029	21764	50771482	21764	50771482	0.61056	63573	4126349	63573	4126349	0.04962
2022-04-30	21185	180485706	16324	132899064	896	46462965	2345	51001829	4946	32156338	8137	3277932	4140	30935445	25	5135271	100	6356137	1424	18591113	2591	852924	6	12794256	1	9272504	3	3513118	0	7974	2	660	23	3745308	8	3710215	5	10863	2	19865	8	4365	692	111633	235	59408	370	48368	62	2626	25	1231	1165	64640363	1165	64640363	0.77735	2823	63224424	2823	60930315	0.76032	6434	50777916	6434	50777916	0.61064	10763	4137112	10763	4137112	0.04975
2022-05-01	4387	180490093	3454	132902518	147	46463112	255	51002084	876	32157214	2176	3280108	822	30936267	46	5135317	46	6356183	198	18591311	532	853456	0	12794256	0	9272504	0	3513118	0	7974	0	660	0	3745308	0	3710215	0	10863	0	19865	0	4365	111	111744	65	59473	45	48413	1	2627	0	1231	258	64640621	258	64640621	0.77735	346	63224770	346	60930661	0.76032	1075	50778991	1075	50778991	0.61065	2708	4139820	2708	4139820	0.04978
2022-05-02	42922	180533015	35978	132938496	1093	46464205	2233	51004317	7997	32165211	24655	3304763	6447	30942714	84	5135401	177	6356360	1133	18592444	5053	858509	22	12794278	21	9272525	1	3513119	0	7974	0	660	53	3745361	11	3710226	6	10869	20	19885	16	4381	422	112166	166	59639	222	48635	21	2648	13	1244	1375	64641996	1375	64641996	0.77737	2639	63227409	2639	60933300	0.76036	9171	50788162	9171	50788162	0.61076	29737	4169557	29737	4169557	0.05014
2022-05-03	91625	180624640	79030	133017526	2318	46466523	5071	51009388	17113	32182324	54528	3359291	11456	30954170	111	5135512	370	6356730	2598	18595042	8377	866886	373	12794651	310	9272835	62	3513181	0	7974	1	661	207	3745568	4	3710230	170	11039	6	19891	27	4408	559	112725	208	59847	312	48947	22	2670	17	1261	2951	64644947	2951	64644947	0.7774	5985	63233394	5985	60939285	0.76043	19739	50807901	19739	50807901	0.611	62950	4232507	62950	4232507	0.0509
2022-05-04	148099	180772739	126474	133144000	2208	46468731	5168	51014556	23779	32206103	95319	3454610	20906	30975076	130	5135642	276	6357006	3042	18598084	17458	884344	5	12794656	3	9272838	0	3513181	0	7974	2	663	69	3745637	12	3710242	8	11047	33	19924	16	4424	645	113370	210	60057	377	49324	39	2709	19	1280	2563	64647510	2563	64647510	0.77743	5829	63239223	5829	60945114	0.7605	26893	50834794	26893	50834794	0.61133	112814	4345321	112814	4345321	0.05226
2022-05-05	105635	180878374	91761	133235761	2588	46471319	5034	51019590	18940	32225043	65199	3519809	12773	30987849	103	5135745	380	6357386	2113	18600197	10177	894521	296	12794952	69	9272907	225	3513406	2	7976	0	663	141	3745778	97	3710339	33	11080	1	19925	10	4434	664	114034	226	60283	358	49682	42	2751	38	1318	3083	64650593	3083	64650593	0.77747	6030	63245253	6030	60951144	0.76057	21098	50855892	21098	50855892	0.61158	75424	4420745	75424	4420745	0.05316
2022-05-06	76693	180955067	66745	133302506	1636	46472955	3517	51023107	13567	32238610	48025	3567834	9214	30997063	104	5135849	199	6357585	1767	18601964	7144	901665	7	12794959	0	9272907	0	3513406	0	7976	7	670	78	3745856	5	3710344	31	11111	18	19943	24	4458	649	114683	215	60498	344	50026	71	2822	19	1337	1960	64652553	1960	64652553	0.77749	4091	63249344	4091	60955235	0.76062	15423	50871315	15423	50871315	0.61176	55219	4475964	55219	4475964	0.05383
2022-05-07	15336	180970403	12252	133314758	661	46473616	1499	51024606	4355	32242965	5737	3573571	2790	30999853	64	5135913	116	6357701	999	18602963	1611	903276	3	12794962	0	9272907	0	3513406	1	7977	2	672	9	3745865	3	3710347	2	11113	0	19943	4	4462	282	114965	116	60614	147	50173	12	2834	7	1344	844	64653397	844	64653397	0.7775	1764	63251108	1764	60956999	0.76064	5367	50876682	5367	50876682	0.61183	7361	4483325	7361	4483325	0.05392
2022-05-08	4348	180974751	3778	133318536	182	46473798	411	51025017	966	32243931	2219	3575790	529	31000382	6	5135919	17	6357718	138	18603101	368	903644	0	12794962	0	9272907	0	3513406	0	7977	0	672	1	3745866	0	3710347	1	11114	0	19943	0	4462	40	115005	16	60630	23	50196	0	2834	1	1345	204	64653601	204	64653601	0.77751	452	63251560	452	60957451	0.76065	1104	50877786	1104	50877786	0.61184	2588	4485913	2588	4485913	0.05395
2022-05-09	35768	181010519	30335	133348871	832	46474630	1592	51026609	7465	32251396	20446	3596236	5115	31005497	73	5135992	356	6358074	1068	18604169	3618	907262	0	12794962	0	9272907	0	3513406	0	7977	0	672	21	3745887	8	3710355	2	11116	6	19949	5	4467	297	115302	121	60751	158	50354	14	2848	4	1349	1034	64654635	1034	64654635	0.77752	2108	63253668	2108	60959559	0.76067	8553	50886339	8553	50886339	0.61195	24073	4509986	24073	4509986	0.05424
2022-05-10	82638	181093157	71717	133420588	1814	46476444	3783	51030392	15232	32266628	50888	3647124	9952	31015449	88	5136080	184	6358258	2199	18606368	7481	914743	375	12795337	313	9273220	62	3513468	0	7977	0	672	167	3746054	4	3710359	133	11249	13	19962	17	4484	427	115729	150	60901	207	50561	35	2883	35	1384	2369	64657004	2369	64657004	0.77755	4369	63258037	4369	60963928	0.76072	17479	50903818	17479	50903818	0.61216	58421	4568407	58421	4568407	0.05494
2022-05-11	83397	181176554	73327	133493915	1494	46477938	2979	51033371	13833	32280461	55021	3702145	9503	31024952	119	5136199	205	6358463	1504	18607872	7675	922418	1	12795338	1	9273221	0	3513468	0	7977	0	672	86	3746140	3	3710362	7	11256	20	19982	56	4540	480	116209	174	61075	259	50820	24	2907	23	1407	1791	64658795	1791	64658795	0.77757	3450	63261487	3450	60967378	0.76077	15381	50919199	15381	50919199	0.61234	62775	4631182	62775	4631182	0.05569
2022-05-12	86218	181262772	75890	133569805	1625	46479563	3194	51036565	15556	32296017	55515	3757660	9689	31034641	85	5136284	156	6358619	1626	18609498	7822	930240	0	12795338	0	9273221	0	3513468	0	7977	0	672	133	3746273	2	3710364	109	11365	11	19993	11	4551	506	116715	178	61253	286	51106	33	2940	9	1416	1890	64660685	1890	64660685	0.77759	3745	63265232	3745	60971123	0.76081	17226	50936425	17226	50936425	0.61255	63357	4694539	63357	4694539	0.05646
2022-05-13	59621	181322393	51632	133621437	1255	46480818	2910	51039475	10981	32306998	36486	3794146	7559	31042200	52	5136336	173	6358792	1345	18610843	5989	936229	3	12795341	0	9273221	0	3513468	2	7979	1	673	35	3746308	7	3710371	8	11373	5	19998	15	4566	392	117107	141	61394	211	51317	31	2971	9	1425	1455	64662140	1455	64662140	0.77761	3302	63268534	3302	60974425	0.76085	12364	50948789	12364	50948789	0.6127	42500	4737039	42500	4737039	0.05697
2022-05-14	11667	181334060	9366	133630803	489	46481307	1172	51040647	2954	32309952	4751	3798897	1985	31044185	42	5136378	73	6358865	503	18611346	1367	937596	0	12795341	0	9273221	0	3513468	0	7979	0	673	2	3746310	0	3710371	1	11374	0	19998	1	4567	314	117421	124	61518	177	51494	9	2980	4	1429	655	64662795	655	64662795	0.77762	1423	63269957	1423	60975848	0.76087	3466	50952255	3466	50952255	0.61274	6123	4743162	6123	4743162	0.05704
2022-05-15	4141	181338201	3215	133634018	187	46481494	397	51041044	946	32310898	1685	3800582	814	31044999	29	5136407	65	6358930	273	18611619	447	938043	0	12795341	0	9273221	0	3513468	0	7979	0	673	0	3746310	0	3710371	0	11374	0	19998	0	4567	112	117533	47	61565	61	51555	4	2984	0	1429	263	64663058	263	64663058	0.77762	523	63270480	523	60976371	0.76087	1223	50953478	1223	50953478	0.61275	2132	4745294	2132	4745294	0.05707
2022-05-16	30981	181369182	26674	133660692	770	46482264	1652	51042696	6215	32317113	18037	3818619	3974	31048973	69	5136476	149	6359079	871	18612490	2885	940928	20	12795361	3	9273224	7	3513475	0	7979	10	683	22	3746332	7	3710378	5	11379	0	19998	10	4577	291	117824	115	61680	163	51718	9	2993	4	1433	964	64664022	964	64664022	0.77763	1976	63272456	1976	60978347	0.7609	7095	50960573	7095	50960573	0.61284	20946	4766240	20946	4766240	0.05732
2022-05-17	69598	181438780	60895	133721587	1756	46484020	3535	51046231	12812	32329925	42792	3861411	7761	31056734	63	5136539	189	6359268	1819	18614309	5690	946618	382	12795743	310	9273534	72	3513547	0	7979	0	683	178	3746510	2	3710380	119	11498	12	20010	45	4622	382	118206	140	61820	226	51944	4	2997	12	1445	2271	64666293	2271	64666293	0.77766	4141	63276597	4141	60982488	0.76095	14647	50975220	14647	50975220	0.61301	48539	4814779	48539	4814779	0.0579
2022-05-18	68412	181507192	61020	133782607	1190	46485210	2738	51048969	12080	32342005	45012	3906423	6967	31063701	43	5136582	170	6359438	1279	18615588	5475	952093	1	12795744	0	9273534	0	3513547	0	7979	1	684	62	3746572	6	3710386	9	11507	12	20022	35	4657	362	118568	105	61925	229	52173	20	3017	8	1453	1344	64667637	1344	64667637	0.77768	3146	63279743	3146	60985634	0.76099	13391	50988611	13391	50988611	0.61318	50531	4865310	50531	4865310	0.05851
2022-05-19	74951	181582143	66139	133848746	1502	46486712	3377	51052346	13311	32355316	47949	3954372	8392	31072093	58	5136640	159	6359597	1232	18616820	6943	959036	0	12795744	0	9273534	0	3513547	0	7979	0	684	28	3746600	7	3710393	8	11515	8	20030	5	4662	392	118960	134	62059	231	52404	17	3034	10	1463	1701	64669338	1701	64669338	0.7777	3775	63283518	3775	60989409	0.76103	14568	51003179	14568	51003179	0.61335	54907	4920217	54907	4920217	0.05917
2022-05-20	55314	181637457	47718	133896464	1177	46487889	2646	51054992	10445	32365761	33450	3987822	7095	31079188	59	5136699	237	6359834	1226	18618046	5573	964609	8	12795752	5	9273539	2	3513549	0	7979	1	685	76	3746676	5	3710398	9	11524	7	20037	55	4717	417	119377	140	62199	232	52636	16	3050	29	1492	1386	64670724	1386	64670724	0.77771	3126	63286644	3126	60992535	0.76107	11694	51014873	11694	51014873	0.61349	39108	4959325	39108	4959325	0.05964
2022-05-21	11745	181649202	9517	133905981	533	46488422	1229	51056221	3188	32368949	4567	3992389	1827	31081015	39	5136738	80	6359914	592	18618638	1116	965725	14	12795766	0	9273539	0	3513549	5	7984	9	694	17	3746693	6	3710404	10	11534	1	20038	0	4717	370	119747	122	62321	205	52841	40	3090	3	1495	700	64671424	700	64671424	0.77772	1524	63288168	1524	60994059	0.76109	3826	51018699	3826	51018699	0.61354	5695	4965020	5695	4965020	0.05971
2022-05-22	3585	181652787	3032	133909013	123	46488545	328	51056549	889	32369838	1692	3994081	471	31081486	17	5136755	17	6359931	117	18618755	320	966045	1	12795767	0	9273539	0	3513549	0	7984	1	695	0	3746693	0	3710404	0	11534	0	20038	0	4717	81	119828	31	62352	48	52889	2	3092	0	1495	171	64671595	171	64671595	0.77772	393	63288561	393	60994452	0.76109	1008	51019707	1008	51019707	0.61355	2013	4967033	2013	4967033	0.05973
2022-05-23	28923	181681710	24905	133933918	733	46489278	1616	51058165	6151	32375989	16405	4010486	3689	31085175	60	5136815	178	6360109	796	18619551	2655	968700	1	12795768	1	9273540	0	3513549	0	7984	0	695	55	3746748	9	3710413	9	11543	12	20050	25	4742	273	120101	91	62443	160	53049	12	3104	10	1505	894	64672489	894	64672489	0.77773	1963	63290524	1963	60996415	0.76111	6971	51026678	6971	51026678	0.61363	19095	4986128	19095	4986128	0.05996
2022-05-24	63188	181744898	55563	133989481	1831	46491109	3709	51061874	12236	32388225	37787	4048273	6683	31091858	59	5136874	145	6360254	1622	18621173	4857	973557	387	12796155	324	9273864	63	3513612	0	7984	0	695	134	3746882	7	3710420	118	11661	7	20057	2	4744	421	120522	148	62591	250	53299	14	3118	9	1514	2369	64674858	2369	64674858	0.77776	4285	63294809	4285	61000700	0.76117	13879	51040557	13879	51040557	0.6138	42655	5028783	42655	5028783	0.06047
2022-05-25	61033	181805931	53872	134043353	1626	46492735	3000	51064874	11442	32399667	37804	4086077	6679	31098537	62	5136936	166	6360420	1122	18622295	5329	978886	1	12796156	0	9273864	1	3513613	0	7984	0	695	51	3746933	5	3710425	6	11667	8	20065	32	4776	430	120952	164	62755	221	53520	22	3140	23	1537	1857	64676715	1857	64676715	0.77778	3394	63298203	3394	61004094	0.76121	12594	51053151	12594	51053151	0.61395	43188	5071971	43188	5071971	0.06099
2022-05-26	2493	181808424	1973	134045326	96	46492831	138	51065012	514	32400181	1225	4087302	425	31098962	46	5136982	57	6360477	55	18622350	267	979153	0	12796156	0	9273864	0	3513613	0	7984	0	695	0	3746933	0	3710425	0	11667	0	20065	0	4776	95	121047	39	62794	33	53553	2	3142	21	1558	181	64676896	181	64676896	0.77779	228	63298431	228	61004322	0.76121	571	51053722	571	51053722	0.61396	1513	5073484	1513	5073484	0.06101
2022-05-27	20670	181829094	17392	134062718	745	46493576	1498	51066510	4866	32405047	10283	4097585	2911	31101873	64	5137046	166	6360643	822	18623172	1859	981012	0	12796156	0	9273864	0	3513613	0	7984	0	695	64	3746997	7	3710432	14	11681	6	20071	37	4813	303	121350	123	62917	137	53690	30	3172	13	1571	939	64677835	939	64677835	0.7778	1815	63300246	1815	61006137	0.76123	5724	51059446	5724	51059446	0.61403	12192	5085676	12192	5085676	0.06116
2022-05-28	7692	181836786	6126	134068844	497	46494073	793	51067303	2147	32407194	2689	4100274	1316	31103189	55	5137101	76	6360719	405	18623577	780	981792	0	12796156	0	9273864	0	3513613	0	7984	0	695	15	3747012	1	3710433	14	11695	0	20071	0	4813	235	121585	88	63005	114	53804	27	3199	6	1577	641	64678476	641	64678476	0.77781	997	63301243	997	61007134	0.76124	2579	51062025	2579	51062025	0.61406	3475	5089151	3475	5089151	0.0612
2022-05-29	2587	181839373	2049	134070893	111	46494184	245	51067548	611	32407805	1082	4101356	430	31103619	55	5137156	50	6360769	127	18623704	198	981990	0	12796156	0	9273864	0	3513613	0	7984	0	695	0	3747012	0	3710433	0	11695	0	20071	0	4813	108	121693	62	63067	43	53847	2	3201	1	1578	228	64678704	228	64678704	0.77781	338	63301581	338	61007472	0.76125	740	51062765	740	51062765	0.61407	1281	5090432	1281	5090432	0.06122
2022-05-30	24891	181864264	21607	134092500	716	46494900	1474	51069022	5613	32413418	13804	4115160	2968	31106587	65	5137221	132	6360901	696	18624400	2075	984065	0	12796156	0	9273864	0	3513613	0	7984	0	695	17	3747029	1	3710434	6	11701	6	20077	4	4817	299	121992	95	63162	174	54021	26	3227	4	1582	877	64679581	877	64679581	0.77782	1786	63303367	1786	61009258	0.76127	6341	51069106	6341	51069106	0.61414	15887	5106319	15887	5106319	0.06141
2022-05-31	48552	181912816	42720	134135220	1265	46496165	2650	51071672	9754	32423172	29051	4144211	5374	31111961	76	5137297	139	6361040	942	18625342	4217	988282	5	12796161	5	9273869	0	3513613	0	7984	0	695	40	3747069	9	3710443	0	11701	15	20092	16	4833	413	122405	140	63302	187	54208	61	3288	25	1607	1495	64681076	1495	64681076	0.77784	2976	63306343	2976	61012234	0.76131	10772	51079878	10772	51079878	0.61427	33309	5139628	33309	5139628	0.06181
2022-06-01	49653	181962469	44395	134179615	1120	46497285	2319	51073991	9400	32432572	31556	4175767	4904	31116865	59	5137356	94	6361134	846	18626188	3905	992187	6	12796167	2	9273871	4	3513617	0	7984	0	695	46	3747115	17	3710460	3	11704	6	20098	20	4853	302	122707	104	63406	175	54383	8	3296	15	1622	1302	64682378	1302	64682378	0.77785	2595	63308938	2595	61014829	0.76134	10260	51090138	10260	51090138	0.6144	35496	5175124	35496	5175124	0.06223
2022-06-02	56469	182018938	50274	134229889	1296	46498581	2947	51076938	10833	32443405	35198	4210965	5831	31122696	44	5137400	141	6361275	1000	18627188	4646	996833	6	12796173	5	9273876	1	3513618	0	7984	0	695	24	3747139	0	3710460	3	11707	6	20104	15	4868	334	123041	97	63503	201	54584	28	3324	8	1630	1442	64683820	1442	64683820	0.77787	3293	63312231	3293	61018122	0.76138	11867	51102005	11867	51102005	0.61454	39867	5214991	39867	5214991	0.06271
2022-06-03	42578	182061516	37421	134267310	1311	46499892	2447	51079385	9476	32452881	24187	4235152	4746	31127442	46	5137446	94	6361369	920	18628108	3686	1000519	6	12796179	1	9273877	5	3513623	0	7984	0	695	22	3747161	6	3710466	10	11717	4	20108	2	4870	383	123424	145	63648	191	54775	26	3350	21	1651	1509	64685329	1509	64685329	0.77789	2747	63314978	2747	61020869	0.76141	10426	51112431	10426	51112431	0.61466	27896	5242887	27896	5242887	0.06305
2022-06-04	7694	182069210	6243	134273553	422	46500314	672	51080057	2004	32454885	3145	4238297	1252	31128694	9	5137455	35	6361404	339	18628447	869	1001388	2	12796181	0	9273877	2	3513625	0	7984	0	695	8	3747169	2	3710468	0	11717	0	20108	6	4876	189	123613	74	63722	99	54874	15	3365	1	1652	507	64685836	507	64685836	0.77789	808	63315786	808	61021677	0.76142	2358	51114789	2358	51114789	0.61469	4021	5246908	4021	5246908	0.0631
