date	impfungen	impfungen_kumulativ	impfungen_biontech	impfungen_biontech_kumulativ	impfungen_biontech_min1	impfungen_biontech_min1_kumulativ	impfungen_biontech_gi	impfungen_biontech_gi_kumulativ	impfungen_biontech_boost1	impfungen_biontech_boost1_kumulativ	impfungen_biontech_boost2	impfungen_biontech_boost2_kumulativ	impfungen_moderna	impfungen_moderna_kumulativ	impfungen_moderna_min1	impfungen_moderna_min1_kumulativ	impfungen_moderna_gi	impfungen_moderna_gi_kumulativ	impfungen_moderna_boost1	impfungen_moderna_boost1_kumulativ	impfungen_moderna_boost2	impfungen_moderna_boost2_kumulativ	impfungen_astra	impfungen_astra_kumulativ	impfungen_astra_min1	impfungen_astra_min1_kumulativ	impfungen_astra_gi	impfungen_astra_gi_kumulativ	impfungen_astra_boost1	impfungen_astra_boost1_kumulativ	impfungen_astra_boost2	impfungen_astra_boost2_kumulativ	impfungen_johnson	impfungen_johnson_kumulativ	impfungen_johnson_min1	impfungen_johnson_min1_kumulativ	impfungen_johnson_gi	impfungen_johnson_gi_kumulativ	impfungen_johnson_boost1	impfungen_johnson_boost1_kumulativ	impfungen_johnson_boost2	impfungen_johnson_boost2_kumulativ	impfungen_novavax	impfungen_novavax_kumulativ	impfungen_novavax_min1	impfungen_novavax_min1_kumulativ	impfungen_novavax_gi	impfungen_novavax_gi_kumulativ	impfungen_novavax_boost1	impfungen_novavax_boost1_kumulativ	impfungen_novavax_boost2	impfungen_novavax_boost2_kumulativ	personen_min1	personen_min1_kumulativ	impfungen_min1	impfungen_min1_kumulativ	impfquote_min1	personen_gi	personen_gi_kumulativ	impfungen_gi	impfungen_gi_kumulativ	impfquote_gi	personen_boost1	personen_boost1_kumulativ	impfungen_boost1	impfungen_boost1_kumulativ	impfquote_boost1	personen_boost2	personen_boost2_kumulativ	impfungen_boost2	impfungen_boost2_kumulativ	impfquote_boost2
2020-12-27	24429	24429	24420	24420	24420	24420	0	0	0	0	0	0	8	8	8	8	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24429	24429	24429	24429	0.00029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-12-28	18007	42436	18005	42425	18005	42425	0	0	0	0	0	0	1	9	1	9	0	0	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18007	42436	18007	42436	0.00051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-12-29	50065	92501	50064	92489	50064	92489	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	1	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50065	92501	50065	92501	0.00111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-12-30	64088	156589	64087	156576	64087	156576	0	0	0	0	0	0	1	10	1	10	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64088	156589	64088	156589	0.00188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-12-31	49939	206528	49937	206513	49937	206513	0	0	0	0	0	0	2	12	2	12	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49939	206528	49939	206528	0.00248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-01	25672	232200	25651	232164	25651	232164	0	0	0	0	0	0	15	27	15	27	0	0	0	0	0	0	4	7	4	7	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25672	232200	25672	232200	0.00279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-02	47804	280004	47801	279965	47801	279965	0	0	0	0	0	0	1	28	1	28	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	2	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47804	280004	47804	280004	0.00337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-03	22573	302577	22566	302531	22566	302531	0	0	0	0	0	0	7	35	7	35	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22573	302577	22573	302577	0.00364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-04	46363	348940	46333	348864	46333	348864	0	0	0	0	0	0	11	46	11	46	0	0	0	0	0	0	1	8	1	8	0	0	0	0	0	0	18	22	18	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46363	348940	46363	348940	0.0042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-05	52484	401424	52480	401344	52480	401344	0	0	0	0	0	0	4	50	4	50	0	0	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	22	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52484	401424	52484	401424	0.00483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-06	63097	464521	63088	464432	63088	464432	0	0	0	0	0	0	7	57	7	57	0	0	0	0	0	0	2	10	2	10	0	0	0	0	0	0	0	22	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63097	464521	63097	464521	0.00559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-07	54908	519429	54896	519328	54896	519328	0	0	0	0	0	0	8	65	8	65	0	0	0	0	0	0	3	13	3	13	0	0	0	0	0	0	1	23	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54908	519429	54908	519429	0.00625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-08	62875	582304	62819	582147	62819	582147	0	0	0	0	0	0	53	118	53	118	0	0	0	0	0	0	3	16	3	16	0	0	0	0	0	0	0	23	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62875	582304	62875	582304	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-09	60598	642902	60590	642737	60590	642737	0	0	0	0	0	0	8	126	8	126	0	0	0	0	0	0	0	16	0	16	0	0	0	0	0	0	0	23	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60598	642902	60598	642902	0.00773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-10	35845	678747	35833	678570	35833	678570	0	0	0	0	0	0	10	136	10	136	0	0	0	0	0	0	1	17	1	17	0	0	0	0	0	0	1	24	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35845	678747	35845	678747	0.00816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-11	68776	747523	68763	747333	68763	747333	0	0	0	0	0	0	10	146	10	146	0	0	0	0	0	0	3	20	3	20	0	0	0	0	0	0	0	24	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68776	747523	68776	747523	0.00899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-12	79322	826845	79297	826630	79297	826630	0	0	0	0	0	0	21	167	21	167	0	0	0	0	0	0	3	23	3	23	0	0	0	0	0	0	1	25	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79322	826845	79322	826845	0.00994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-13	112451	939296	111268	937898	111268	937898	0	0	0	0	0	0	1183	1350	1183	1350	0	0	0	0	0	0	0	23	0	23	0	0	0	0	0	0	0	25	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112451	939296	112451	939296	0.0113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-14	84132	1023428	79008	1016906	79008	1016906	0	0	0	0	0	0	5122	6472	5122	6472	0	0	0	0	0	0	2	25	2	25	0	0	0	0	0	0	0	25	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84132	1023428	84132	1023428	0.01231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-01-15	91864	1115292	86557	1103463	85577	1102483	980	980	0	0	0	0	5286	11758	5283	11755	3	3	0	0	0	0	19	44	19	44	0	0	0	0	0	0	2	27	2	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90881	1114309	90881	1114309	0.0134	983	983	983	983	0.00001	0	0	0	0	0	0	0	0	0	0
2021-01-16	58099	1173391	56403	1159866	55159	1157642	1244	2224	0	0	0	0	1694	13452	1694	13449	0	3	0	0	0	0	1	45	1	45	0	0	0	0	0	0	1	28	1	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56855	1171164	56855	1171164	0.01408	1244	2227	1244	2227	0.00003	0	0	0	0	0	0	0	0	0	0
2021-01-17	47842	1221233	46575	1206441	29493	1187135	17082	19306	0	0	0	0	1265	14717	1262	14711	3	6	0	0	0	0	1	46	1	46	0	0	0	0	0	0	1	29	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30757	1201921	30757	1201921	0.01445	17085	19312	17085	19312	0.00023	0	0	0	0	0	0	0	0	0	0
2021-01-18	83329	1304562	79063	1285504	63305	1250440	15758	35064	0	0	0	0	4263	18980	4261	18972	2	8	0	0	0	0	3	49	3	49	0	0	0	0	0	0	0	29	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67569	1269490	67569	1269490	0.01527	15760	35072	15760	35072	0.00042	0	0	0	0	0	0	0	0	0	0
2021-01-19	119890	1424452	116070	1401574	79995	1330435	36075	71139	0	0	0	0	3769	22749	3760	22732	9	17	0	0	0	0	51	100	51	100	0	0	0	0	0	0	0	29	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83806	1353296	83806	1353296	0.01627	36084	71156	36084	71156	0.00086	0	0	0	0	0	0	0	0	0	0
2021-01-20	132972	1557424	130124	1531698	76155	1406590	53969	125108	0	0	0	0	2844	25593	2843	25575	1	18	0	0	0	0	4	104	4	104	0	0	0	0	0	0	0	29	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79002	1432298	79002	1432298	0.01722	53970	125126	53970	125126	0.0015	0	0	0	0	0	0	0	0	0	0
2021-01-21	105651	1663075	102820	1634518	61709	1468299	41111	166219	0	0	0	0	2826	28419	2821	28396	5	23	0	0	0	0	4	108	3	107	1	1	0	0	0	0	1	30	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64534	1496832	64534	1496832	0.018	41117	166243	41117	166243	0.002	0	0	0	0	0	0	0	0	0	0
2021-01-22	102416	1765491	100205	1734723	66581	1534880	33624	199843	0	0	0	0	2197	30616	2193	30589	4	27	0	0	0	0	14	122	14	121	0	1	0	0	0	0	0	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68788	1565620	68788	1565620	0.01883	33628	199871	33628	199871	0.0024	0	0	0	0	0	0	0	0	0	0
2021-01-23	87092	1852583	86726	1821449	40407	1575287	46319	246162	0	0	0	0	361	30977	360	30949	1	28	0	0	0	0	5	127	5	126	0	1	0	0	0	0	0	30	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40772	1606392	40772	1606392	0.01932	46320	246191	46320	246191	0.00296	0	0	0	0	0	0	0	0	0	0
2021-01-24	47835	1900418	47626	1869075	25497	1600784	22129	268291	0	0	0	0	204	31181	203	31152	1	29	0	0	0	0	4	131	4	130	0	1	0	0	0	0	1	31	1	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25705	1632097	25705	1632097	0.01963	22130	268321	22130	268321	0.00323	0	0	0	0	0	0	0	0	0	0
2021-01-25	91078	1991496	89620	1958695	50892	1651676	38728	307019	0	0	0	0	1455	32636	1452	32604	3	32	0	0	0	0	3	134	3	133	0	1	0	0	0	0	0	31	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52347	1684444	52347	1684444	0.02026	38731	307052	38731	307052	0.00369	0	0	0	0	0	0	0	0	0	0
2021-01-26	98706	2090202	97256	2055951	49914	1701590	47342	354361	0	0	0	0	1443	34079	1436	34040	7	39	0	0	0	0	7	141	7	140	0	1	0	0	0	0	0	31	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51357	1735801	51357	1735801	0.02087	47349	354401	47349	354401	0.00426	0	0	0	0	0	0	0	0	0	0
2021-01-27	109656	2199858	107852	2163803	49392	1750982	58460	412821	0	0	0	0	1794	35873	1782	35822	12	51	0	0	0	0	8	149	8	148	0	1	0	0	0	0	2	33	2	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51184	1786985	51184	1786985	0.02149	58472	412873	58472	412873	0.00497	0	0	0	0	0	0	0	0	0	0
2021-01-28	92764	2292622	91125	2254928	45467	1796449	45658	458479	0	0	0	0	1635	37508	1544	37366	91	142	0	0	0	0	4	153	4	152	0	1	0	0	0	0	0	33	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47015	1834000	47015	1834000	0.02206	45749	458622	45749	458622	0.00552	0	0	0	0	0	0	0	0	0	0
2021-01-29	107829	2400451	106270	2361198	48329	1844778	57941	516420	0	0	0	0	1487	38995	1485	38851	2	144	0	0	0	0	71	224	71	223	0	1	0	0	0	0	1	34	1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49886	1883886	49886	1883886	0.02266	57943	516565	57943	516565	0.00621	0	0	0	0	0	0	0	0	0	0
2021-01-30	88164	2488615	87274	2448472	33783	1878561	53491	569911	0	0	0	0	884	39879	882	39733	2	146	0	0	0	0	4	228	3	226	1	2	0	0	0	0	2	36	2	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34670	1918556	34670	1918556	0.02307	53494	570059	53494	570059	0.00686	0	0	0	0	0	0	0	0	0	0
2021-01-31	57243	2545858	56852	2505324	25427	1903988	31425	601336	0	0	0	0	385	40264	376	40109	9	155	0	0	0	0	5	233	4	230	1	3	0	0	0	0	1	37	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25808	1944364	25808	1944364	0.02338	31435	601494	31435	601494	0.00723	0	0	0	0	0	0	0	0	0	0
2021-02-01	120501	2666359	118220	2623544	56122	1960110	62098	663434	0	0	0	0	2224	42488	2219	42328	5	160	0	0	0	0	56	289	55	285	1	4	0	0	0	0	1	38	1	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58397	2002761	58397	2002761	0.02408	62104	663598	62104	663598	0.00798	0	0	0	0	0	0	0	0	0	0
2021-02-02	132894	2799253	129727	2753271	62374	2022484	67353	730787	0	0	0	0	3140	45628	3132	45460	8	168	0	0	0	0	25	314	25	310	0	4	0	0	0	0	2	40	2	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65533	2068294	65533	2068294	0.02487	67361	730959	67361	730959	0.00879	0	0	0	0	0	0	0	0	0	0
2021-02-03	163129	2962382	156699	2909970	58210	2080694	98489	829276	0	0	0	0	6402	52030	6394	51854	8	176	0	0	0	0	27	341	27	337	0	4	0	0	0	0	1	41	1	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64632	2132926	64632	2132926	0.02565	98497	829456	98497	829456	0.00997	0	0	0	0	0	0	0	0	0	0
2021-02-04	134693	3097075	128783	3038753	56253	2136947	72530	901806	0	0	0	0	5902	57932	5897	57751	5	181	0	0	0	0	8	349	8	345	0	4	0	0	0	0	0	41	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62158	2195084	62158	2195084	0.0264	72535	901991	72535	901991	0.01085	0	0	0	0	0	0	0	0	0	0
2021-02-05	147586	3244661	141099	3179852	63067	2200014	78032	979838	0	0	0	0	6477	64409	6343	64094	134	315	0	0	0	0	9	358	8	353	1	5	0	0	0	0	1	42	1	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69419	2264503	69419	2264503	0.02723	78167	980158	78167	980158	0.01179	0	0	0	0	0	0	0	0	0	0
2021-02-06	94199	3338860	91558	3271410	42967	2242981	48591	1028429	0	0	0	0	2639	67048	2637	66731	2	317	0	0	0	0	1	359	1	354	0	5	0	0	0	0	1	43	1	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45606	2310109	45606	2310109	0.02778	48593	1028751	48593	1028751	0.01237	0	0	0	0	0	0	0	0	0	0
2021-02-07	53580	3392440	51234	3322644	25960	2268941	25274	1053703	0	0	0	0	2342	69390	2341	69072	1	318	0	0	0	0	3	362	3	357	0	5	0	0	0	0	1	44	1	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28305	2338414	28305	2338414	0.02812	25275	1054026	25275	1054026	0.01268	0	0	0	0	0	0	0	0	0	0
2021-02-08	109526	3501966	105653	3428297	49163	2318104	56490	1110193	0	0	0	0	3842	73232	3840	72912	2	320	0	0	0	0	30	392	30	387	0	5	0	0	0	0	1	45	1	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53034	2391448	53034	2391448	0.02876	56492	1110518	56492	1110518	0.01335	0	0	0	0	0	0	0	0	0	0
2021-02-09	134776	3636742	131141	3559438	56823	2374927	74318	1184511	0	0	0	0	3448	76680	3257	76169	191	511	0	0	0	0	187	579	187	574	0	5	0	0	0	0	0	45	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60267	2451715	60267	2451715	0.02948	74509	1185027	74509	1185027	0.01425	0	0	0	0	0	0	0	0	0	0
2021-02-10	155578	3792320	142878	3702316	66098	2441025	76780	1261291	0	0	0	0	4300	80980	3312	79481	988	1499	0	0	0	0	8399	8978	8388	8962	11	16	0	0	0	0	1	46	1	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77799	2529514	77799	2529514	0.03042	77779	1262806	77779	1262806	0.01519	0	0	0	0	0	0	0	0	0	0
2021-02-11	144756	3937076	120915	3823231	54921	2495946	65994	1327285	0	0	0	0	7321	88301	4271	83752	3050	4549	0	0	0	0	16518	25496	16495	25457	23	39	0	0	0	0	2	48	2	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75689	2605203	75689	2605203	0.03133	69067	1331873	69067	1331873	0.01602	0	0	0	0	0	0	0	0	0	0
2021-02-12	156321	4093397	132509	3955740	61577	2557523	70932	1398217	0	0	0	0	9385	97686	4632	88384	4753	9302	0	0	0	0	14421	39917	14092	39549	329	368	0	0	0	0	6	54	6	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80307	2685510	80307	2685510	0.0323	76014	1407887	76014	1407887	0.01693	0	0	0	0	0	0	0	0	0	0
2021-02-13	107893	4201290	91202	4046942	47001	2604524	44201	1442418	0	0	0	0	3275	100961	1716	90100	1559	10861	0	0	0	0	13415	53332	13345	52894	70	438	0	0	0	0	1	55	1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62063	2747573	62063	2747573	0.03304	45830	1453717	45830	1453717	0.01748	0	0	0	0	0	0	0	0	0	0
2021-02-14	65481	4266771	55692	4102634	31088	2635612	24604	1467022	0	0	0	0	2485	103446	1273	91373	1212	12073	0	0	0	0	7303	60635	7281	60175	22	460	0	0	0	0	1	56	1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39643	2787216	39643	2787216	0.03352	25838	1479555	25838	1479555	0.01779	0	0	0	0	0	0	0	0	0	0
2021-02-15	125962	4392733	105075	4207709	52372	2687984	52703	1519725	0	0	0	0	5326	108772	2288	93661	3038	15111	0	0	0	0	15549	76184	15510	75685	39	499	0	0	0	0	12	68	12	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70182	2857398	70182	2857398	0.03436	55780	1535335	55780	1535335	0.01846	0	0	0	0	0	0	0	0	0	0
2021-02-16	134985	4527718	109048	4316757	55821	2743805	53227	1572952	0	0	0	0	6218	114990	2765	96426	3453	18564	0	0	0	0	19718	95902	19705	95390	13	512	0	0	0	0	1	69	1	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78292	2935690	78292	2935690	0.0353	56693	1592028	56693	1592028	0.01915	0	0	0	0	0	0	0	0	0	0
2021-02-17	151958	4679676	122905	4439662	69637	2813442	53268	1626220	0	0	0	0	8069	123059	4843	101269	3226	21790	0	0	0	0	20980	116882	20965	116355	15	527	0	0	0	0	4	73	4	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95449	3031139	95449	3031139	0.03645	56509	1648537	56509	1648537	0.01982	0	0	0	0	0	0	0	0	0	0
2021-02-18	145277	4824953	112934	4552596	63133	2876575	49801	1676021	0	0	0	0	8294	131353	4702	105971	3592	25382	0	0	0	0	24043	140925	24035	140390	8	535	0	0	0	0	6	79	6	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91876	3123015	91876	3123015	0.03756	53401	1701938	53401	1701938	0.02047	0	0	0	0	0	0	0	0	0	0
2021-02-19	158987	4983940	121279	4673875	68681	2945256	52598	1728619	0	0	0	0	10047	141400	6971	112942	3076	28458	0	0	0	0	27660	168585	27511	167901	149	684	0	0	0	0	1	80	1	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103164	3226179	103164	3226179	0.0388	55823	1757761	55823	1757761	0.02114	0	0	0	0	0	0	0	0	0	0
2021-02-20	112569	5096509	86721	4760596	50822	2996078	35899	1764518	0	0	0	0	4485	145885	4045	116987	440	28898	0	0	0	0	21357	189942	21329	189230	28	712	0	0	0	0	6	86	6	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76202	3302381	76202	3302381	0.03971	36367	1794128	36367	1794128	0.02158	0	0	0	0	0	0	0	0	0	0
2021-02-21	86061	5182570	66595	4827191	38439	3034517	28156	1792674	0	0	0	0	3651	149536	3490	120477	161	29059	0	0	0	0	15812	205754	15801	205031	11	723	0	0	0	0	3	89	3	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57733	3360114	57733	3360114	0.04041	28328	1822456	28328	1822456	0.02192	0	0	0	0	0	0	0	0	0	0
2021-02-22	156709	5339279	123613	4950804	67061	3101578	56552	1849226	0	0	0	0	9079	158615	7282	127759	1797	30856	0	0	0	0	24016	229770	23993	229024	23	746	0	0	0	0	1	90	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98337	3458451	98337	3458451	0.04159	58372	1880828	58372	1880828	0.02262	0	0	0	0	0	0	0	0	0	0
2021-02-23	170657	5509936	134366	5085170	75437	3177015	58929	1908155	0	0	0	0	7368	165983	5702	133461	1666	32522	0	0	0	0	28921	258691	28910	257934	11	757	0	0	0	0	2	92	2	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110051	3568502	110051	3568502	0.04291	60606	1941434	60606	1941434	0.02335	0	0	0	0	0	0	0	0	0	0
2021-02-24	177241	5687177	132242	5217412	74430	3251445	57812	1965967	0	0	0	0	7665	173648	5976	139437	1689	34211	0	0	0	0	37333	296024	37310	295244	23	780	0	0	0	0	1	93	1	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117717	3686219	117717	3686219	0.04433	59524	2000958	59524	2000958	0.02406	0	0	0	0	0	0	0	0	0	0
2021-02-25	190477	5877654	132113	5349525	74186	3325631	57927	2023894	0	0	0	0	6796	180444	5260	144697	1536	35747	0	0	0	0	51568	347592	51546	346790	22	802	0	0	0	0	0	93	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130992	3817211	130992	3817211	0.0459	59485	2060443	59485	2060443	0.02478	0	0	0	0	0	0	0	0	0	0
2021-02-26	214313	6091967	142013	5491538	76003	3401634	66010	2089904	0	0	0	0	8889	189333	7270	151967	1619	37366	0	0	0	0	63411	411003	63328	410118	83	885	0	0	0	0	0	93	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146601	3963812	146601	3963812	0.04767	67712	2128155	67712	2128155	0.02559	0	0	0	0	0	0	0	0	0	0
2021-02-27	148396	6240363	92839	5584377	53726	3455360	39113	2129017	0	0	0	0	4093	193426	3356	155323	737	38103	0	0	0	0	51461	462464	51448	461566	13	898	0	0	0	0	3	96	3	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108533	4072345	108533	4072345	0.04897	39863	2168018	39863	2168018	0.02607	0	0	0	0	0	0	0	0	0	0
2021-02-28	103640	6344003	61665	5646042	37844	3493204	23821	2152838	0	0	0	0	3983	197409	3621	158944	362	38465	0	0	0	0	37990	500454	37969	499535	21	919	0	0	0	0	2	98	2	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79436	4151781	79436	4151781	0.04993	24204	2192222	24204	2192222	0.02636	0	0	0	0	0	0	0	0	0	0
2021-03-01	199418	6543421	131058	5777100	83155	3576359	47903	2200741	0	0	0	0	9720	207129	7688	166632	2032	40497	0	0	0	0	58640	559094	58614	558149	26	945	0	0	0	0	0	98	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149457	4301238	149457	4301238	0.05173	49961	2242183	49961	2242183	0.02696	0	0	0	0	0	0	0	0	0	0
2021-03-02	220256	6763677	140968	5918068	91616	3667975	49352	2250093	0	0	0	0	10111	217240	7218	173850	2893	43390	0	0	0	0	69177	628271	69147	627296	30	975	0	0	0	0	0	98	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167981	4469219	167981	4469219	0.05375	52275	2294458	52275	2294458	0.02759	0	0	0	0	0	0	0	0	0	0
2021-03-03	248686	7012363	158714	6076782	93792	3761767	64922	2315015	0	0	0	0	15190	232430	9292	183142	5898	49288	0	0	0	0	74781	703052	74712	702008	69	1044	0	0	0	0	1	99	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177797	4647016	177797	4647016	0.05588	70889	2365347	70889	2365347	0.02845	0	0	0	0	0	0	0	0	0	0
2021-03-04	245790	7258153	141795	6218577	84061	3845828	57734	2372749	0	0	0	0	14538	246968	9126	192268	5412	54700	0	0	0	0	89457	792509	89406	791414	51	1095	0	0	0	0	0	99	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182593	4829609	182593	4829609	0.05808	63197	2428544	63197	2428544	0.02921	0	0	0	0	0	0	0	0	0	0
2021-03-05	276076	7534229	148690	6367267	87306	3933134	61384	2434133	0	0	0	0	13419	260387	7442	199710	5977	60677	0	0	0	0	113965	906474	113811	905225	154	1249	0	0	0	0	2	101	2	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208561	5038170	208561	5038170	0.06059	67515	2496059	67515	2496059	0.03002	0	0	0	0	0	0	0	0	0	0
2021-03-06	203019	7737248	109568	6476835	63085	3996219	46483	2480616	0	0	0	0	8869	269256	6625	206335	2244	62921	0	0	0	0	84582	991056	84554	989779	28	1277	0	0	0	0	0	101	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154264	5192434	154264	5192434	0.06244	48755	2544814	48755	2544814	0.0306	0	0	0	0	0	0	0	0	0	0
2021-03-07	147942	7885190	79913	6556748	48738	4044957	31175	2511791	0	0	0	0	6691	275947	4338	210673	2353	65274	0	0	0	0	61338	1052394	61313	1051092	25	1302	0	0	0	0	0	101	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114389	5306823	114389	5306823	0.06382	33553	2578367	33553	2578367	0.03101	0	0	0	0	0	0	0	0	0	0
2021-03-08	238656	8123846	134678	6691426	86153	4131110	48525	2560316	0	0	0	0	10997	286944	7625	218298	3372	68646	0	0	0	0	92980	1145374	92925	1144017	55	1357	0	0	0	0	1	102	1	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186704	5493527	186704	5493527	0.06606	51952	2630319	51952	2630319	0.03163	0	0	0	0	0	0	0	0	0	0
